SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
451907,Cash loans,F,N,N,0,202500.0,1097491.5,48955.5,931500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006207,-22841,365243,-6301.0,-5861,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.7160032659501361,0.2127563054543414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2018.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
197246,Cash loans,F,N,Y,1,112500.0,292500.0,15997.5,292500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.018209,-13167,-1893,-1954.0,-5400,,1,1,0,1,0,0,Sales staff,3.0,3,3,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.4399729026001652,0.4495506840698271,0.5100895276257282,0.1124,0.098,0.9806,0.7348,0.0535,0.0,0.069,0.1667,0.2083,0.0655,0.0883,0.0671,0.0154,0.0379,0.1145,0.1017,0.9806,0.7452,0.054,0.0,0.069,0.1667,0.2083,0.0669,0.0964,0.0699,0.0156,0.0401,0.1135,0.098,0.9806,0.7383,0.0539,0.0,0.069,0.1667,0.2083,0.0666,0.0898,0.0683,0.0155,0.0387,reg oper account,block of flats,0.0903,Panel,No,0.0,0.0,0.0,0.0,-738.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
126732,Cash loans,M,Y,N,2,144000.0,675000.0,25578.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-13906,-5903,-2685.0,-4877,15.0,1,1,0,1,0,0,Laborers,4.0,3,3,MONDAY,12,0,0,0,0,0,0,Construction,0.3334490873469708,0.5689564157850465,0.5316861425197883,0.2268,0.1869,0.9846,0.7824,0.0472,0.24,0.2069,0.3333,0.375,0.1881,0.1849,0.2363,0.0,0.0,0.2311,0.194,0.9846,0.7909,0.0476,0.2417,0.2069,0.3333,0.375,0.1924,0.202,0.2462,0.0,0.0,0.229,0.1869,0.9846,0.7853,0.0475,0.24,0.2069,0.3333,0.375,0.1914,0.1881,0.2406,0.0,0.0,reg oper account,block of flats,0.2458,Panel,No,0.0,0.0,0.0,0.0,-1819.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
124316,Cash loans,F,Y,Y,2,112500.0,539100.0,27652.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-12639,-382,-5817.0,-470,16.0,1,1,1,1,0,0,Accountants,4.0,2,2,THURSDAY,16,0,0,0,0,1,1,Self-employed,0.3986830813510152,0.5888425440420699,0.4830501881366946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
193975,Cash loans,F,N,N,0,67500.0,112500.0,11524.5,112500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-23441,365243,-140.0,-4777,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.2724734479258431,,0.066,0.0659,0.9737,0.6396,0.0067,0.0,0.1379,0.125,0.1667,0.0255,0.0538,0.0555,0.0,0.0,0.0672,0.0684,0.9737,0.6537,0.0068,0.0,0.1379,0.125,0.1667,0.026,0.0588,0.0578,0.0,0.0,0.0666,0.0659,0.9737,0.6444,0.0068,0.0,0.1379,0.125,0.1667,0.0259,0.0547,0.0565,0.0,0.0,reg oper account,block of flats,0.0473,Panel,No,4.0,0.0,4.0,0.0,-462.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
122816,Cash loans,F,Y,N,1,157500.0,849415.5,43501.5,697500.0,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.04622,-10302,-1790,-4453.0,-2753,2.0,1,1,0,1,0,0,Core staff,3.0,1,1,FRIDAY,9,0,1,1,0,0,0,Business Entity Type 3,0.3584217403240029,0.6947138496571251,0.6413682574954046,0.1485,0.0709,0.9826,0.762,0.0179,0.16,0.1379,0.3333,0.375,0.1128,0.121,0.1463,0.0,0.0,0.1513,0.0735,0.9826,0.7713,0.018,0.1611,0.1379,0.3333,0.375,0.1153,0.1322,0.1524,0.0,0.0,0.1499,0.0709,0.9826,0.7652,0.018,0.16,0.1379,0.3333,0.375,0.1147,0.1231,0.1489,0.0,0.0,reg oper account,block of flats,0.1248,Panel,No,0.0,0.0,0.0,0.0,-1958.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
358983,Cash loans,M,Y,Y,0,72000.0,165915.0,10278.0,126000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-23888,365243,-13594.0,-4269,11.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.7285124305317537,0.7700870700124128,0.0928,0.1,0.9791,0.7144,0.0476,0.0,0.2069,0.1667,0.2083,0.085,0.0756,0.0788,0.0,0.0,0.0945,0.1038,0.9791,0.7256,0.048,0.0,0.2069,0.1667,0.2083,0.087,0.0826,0.0821,0.0,0.0,0.0937,0.1,0.9791,0.7182,0.0479,0.0,0.2069,0.1667,0.2083,0.0865,0.077,0.0802,0.0,0.0,reg oper account,block of flats,0.088,Panel,No,1.0,0.0,1.0,0.0,-714.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
381495,Cash loans,F,Y,Y,0,157500.0,876438.0,31608.0,652500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.035792,-17499,-1508,-11294.0,-944,20.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Transport: type 4,,0.5813097778296598,0.363945238612397,0.0619,0.0,0.9801,0.728,0.0077,0.0,0.1379,0.1667,0.2083,0.0303,0.0479,0.0541,0.0116,0.0497,0.063,0.0,0.9801,0.7387,0.0078,0.0,0.1379,0.1667,0.2083,0.031,0.0523,0.0564,0.0117,0.0526,0.0625,0.0,0.9801,0.7316,0.0078,0.0,0.1379,0.1667,0.2083,0.0308,0.0487,0.0551,0.0116,0.0507,reg oper account,block of flats,0.0534,"Stone, brick",No,0.0,0.0,0.0,0.0,-1761.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
203142,Cash loans,F,N,Y,0,225000.0,1011955.5,45270.0,904500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-23193,365243,-10389.0,-4600,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,,0.2403397542013557,0.3807996826489149,0.2268,0.1846,0.9856,0.8028,0.0497,0.24,0.2069,0.3333,0.375,0.0702,0.1816,0.2402,0.0154,0.0145,0.2311,0.1915,0.9856,0.8105,0.0502,0.2417,0.2069,0.3333,0.375,0.0718,0.1983,0.2503,0.0156,0.0154,0.229,0.1846,0.9856,0.8054,0.05,0.24,0.2069,0.3333,0.375,0.0714,0.1847,0.2445,0.0155,0.0148,,block of flats,0.2193,Panel,No,3.0,0.0,3.0,0.0,-579.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0
381466,Cash loans,F,N,N,0,67500.0,414792.0,17568.0,315000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-19867,365243,-12066.0,-2378,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,8,0,0,0,0,0,0,XNA,0.4815300186275096,0.2989086540409749,0.4048783643353997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
310192,Cash loans,F,Y,N,0,90000.0,450000.0,22977.0,450000.0,Unaccompanied,Working,Lower secondary,Single / not married,House / apartment,0.0072739999999999,-10327,-3747,-4914.0,-2939,8.0,1,1,1,1,0,0,Laborers,1.0,2,2,THURSDAY,8,0,0,0,0,1,1,Trade: type 7,0.4045950830608757,0.3471640937247425,0.6246146584503397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1046.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
332741,Cash loans,F,N,Y,0,270000.0,998010.0,69588.0,900000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.010643,-15596,-3422,-9724.0,-4642,,1,1,0,1,1,0,Sales staff,1.0,2,2,TUESDAY,13,0,0,0,0,0,0,Self-employed,0.7872675735070841,0.6481760700152789,0.3233112448967859,0.1299,0.1133,0.9831,0.7688,0.0304,0.16,0.1379,0.3333,0.0417,0.059,0.1059,0.1486,0.0,0.0,0.1324,0.1175,0.9831,0.7779,0.0306,0.1611,0.1379,0.3333,0.0417,0.0603,0.1157,0.1548,0.0,0.0,0.1312,0.1133,0.9831,0.7719,0.0306,0.16,0.1379,0.3333,0.0417,0.06,0.1077,0.1513,0.0,0.0,reg oper account,block of flats,0.1335,"Stone, brick",No,0.0,0.0,0.0,0.0,-2052.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
233893,Cash loans,F,N,Y,2,112500.0,523152.0,37336.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-15110,-7229,-7846.0,-5724,,1,1,0,1,1,0,Medicine staff,4.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Medicine,0.7508889735435232,0.5562143805591754,0.6610235391308081,0.3196,0.048,0.9806,0.7348,,0.24,0.2069,0.3333,,,,,,,0.3256,0.0498,0.9806,0.7452,,0.2417,0.2069,0.3333,,,,,,,0.3227,0.048,0.9806,0.7383,,0.24,0.2069,0.3333,,,,,,,,block of flats,0.2235,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
128409,Cash loans,F,N,Y,1,292500.0,1827067.5,75402.0,1705500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006207,-13069,-723,-87.0,-2112,,1,1,1,1,0,0,Accountants,3.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.7190238711797369,0.6923807007094316,0.4848514754962666,0.1794,0.1958,0.9965,0.9524,0.1302,0.28,0.1724,0.375,0.375,0.3425,0.1463,0.2557,0.0,0.0007,0.1828,0.2032,0.9965,0.9543,0.1314,0.282,0.1724,0.375,0.375,0.3504,0.1598,0.2665,0.0,0.0008,0.1811,0.1958,0.9965,0.953,0.131,0.28,0.1724,0.375,0.375,0.3485,0.1488,0.2603,0.0,0.0007,reg oper account,block of flats,0.2789,Monolithic,No,11.0,0.0,11.0,0.0,-3786.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
384869,Cash loans,M,N,Y,0,180000.0,156384.0,16551.0,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-13814,-1600,-319.0,-3039,,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.2925211331362766,0.4808279512208923,0.5190973382084597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-958.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
